1 15 15  597386942813 252917418
29293 12 1  241089932005 48079738
29294 9 4  512410296131 284104700
29295 6 1  456020099356 33226497
29296 6 1  143818585290 34526486
29297 68 47  452438036602 81957688
29298 43 7  508812967972 724236104
29299 12 0  426901746996 26025742
29300 12 3  483017013463 26585678
29301 43 7  14900776545 114386874
29302 62 31  124092000373 170465728
29303 6 1  466529545103 21495828
29304 31 18  63487598090 1314397219
29305 6 1  517900189345 33203114
29306 6 1  133376505424 113298278
29307 15 15  330546367176 130726247
29308 31 4  234145691434 34556020
29309 62 111  329605823049 940297900
29310 6 1  576927027480 34498855
29311 9 12  586293513989 248265885
29312 62 7  62295027193 111191825
29313 12 2  426454949558 166992787
29314 9 10  307759476613 73444808
29315 62 12  212043014422 86416486
29316 62 12  180124235127 122155702
29317 6 0  377511802620 35994062
29318 68 47  464210787729 60331159
29319 12 11  34610562774 179316207
29320 9 4  259999542122 210453564
29321 31 7  367209831017 5133268855
29322 6 1  298160195477 20335638
29323 31 3  271984862452 38717289
29324 31 4  373208704988 415792435
29325 6 1  392420045333 40634994
29326 9 15  301335969410 1239011783
29327 6 1  476082180612 74252078
29328 12 4  594698091527 103281652
29329 31 19  158114382889 131436085
29330 68 47  408232862800 187096630
29331 6 1  174450536424 38221162
29332 62 7  571776526397 79413700
29333 31 23  164465209443 1619987018
29334 62 31  100546825129 363431103
29335 62 12  171511801242 97174083
29336 0 39  369609383985 202210996
29337 6 63  115102248618 213010535
29338 12 0  51302102878 32548003
29339 9 12  470713560575 265926897
29340 62 31  86702829129 885783378
29341 6 31  139410564814 94640447
29342 62 2  297019811206 31793522
29343 62 12  2773711668 118194559
29344 68 47  444508996246 78205924
29345 31 7  411485137630 286136478
29346 12 15  411019481158 54464504
29347 12 0  221700907816 22611532
29348 62 12  6372376125 143270177
29349 31 31  79257981909 223934087
29350 9 31  101858068001 367299128
29351 62 12  297003796138 55455899
29352 15 15  303659063261 157864844
29353 62 31  159406562365 161897904
29354 6 1  5098705583 35540443
29355 0 4  360928329063 6721056426
29356 6 2  297161075115 57319685
29357 9 4  257485071193 125912805
29358 62 4  411331327843 538988858
29359 6 0  5429030680 34036269
29360 6 2  244333149688 145110194
29361 62 12  156613326259 179523910
29362 68 47  240576008633 143729702
29363 43 7  193407399489 575951986
29364 0 3  119303859345 112074619
29365 68 95  77577647824 183372656
29366 31 4  217529787127 84109138
29367 6 1  77397031610 329358578
29368 31 3  378241196333 290243977
29369 31 31  429636491387 153591251
29370 12 4  512109564861 197362813
29371 31 11  239124985383 101077736
29372 46 63  410044007233 630739878
29373 6 3  408325020820 4092202061
29374 12 4  322748792971 330947112
29375 62 31  409351960140 641872970
29376 68 47  278944771460 118873043
29377 6 1  312014070476 94246973
29378 31 15  27005818107 24346003
29379 31 4  171744928706 39296301
29380 31 11  152617198382 727778683
29381 31 7  198414284724 176569470
29382 12 15  286209696486 384580034
29383 12 4  490240081223 341777514
29384 62 31  357009267357 1321999827
29385 6 1  80176894695 21120252
29386 12 4  418995537498 266298244
29387 9 15  61323629677 90789745
29388 62 15  225987618368 273098441
29389 68 47  468967300828 67775715
29390 62 15  278389048327 108253510
29391 62 12  200769732550 104595534
29392 6 2  319521499503 207633277
29393 9 12  165451426510 79028627
29394 6 3  205231293442 29444421
29395 62 6  139561564524 147118278
29396 6 1  62354172476 808269641
29397 624 233  158463031655 298754212
29398 68 47  406367268302 254838791
29399 62 15  536581226041 71125473
29400 12 3  167780824666 62553217
29401 6 31  424192495149 37813378
29402 62 103  527105764649 963480289
29403 18 7  412462926752 198014191
29404 68 47  251131015959 252140175
29405 43 7  368078852622 290777401
29406 6 31  160290726747 25847452
29407 46 63  312604396336 594492702
29408 31 4  194121074000 376345938
29409 12 11  21815495656 176448408
29410 6 2  404822752380 438217444
29411 62 47  3850148598 436579716
29412 68 47  82989016483 183307894
29413 131 39  280318243748 232114090
29414 31 11  491428255331 33603683
29415 31 15  162033808542 41407258
29416 24 3  298737941056 249188739
29417 68 95  498318712579 427059426
29418 62 79  37654046557 1810594853
29419 68 47  280903621497 151287626
29420 62 4  15326198894 2215078383
29421 6 2  584823478703 465492914
29422 68 47  234513971228 759357394
29423 12 1  597958824358 51316859
29424 62 7  313052117631 145179166
29425 12 4  75128438607 363598434
29426 14 63  336083119867 373293760
29427 38 4  282984976682 3942021928
29428 62 31  454531288576 2556398201
29429 31 3  403440970741 331861660
29430 62 12  466682922838 220968965
29431 62 12  128775178626 78214766
29432 62 7  498926873648 136731124
29433 24 33  352483075616 648904220
29434 31 11  501974567759 43830358
29435 62 31  216301902271 267127581
29436 62 31  474004464149 217504631
29437 31 4  238725569392 2554467478
29438 62 7  312381439687 114838391
29439 6 1  190969239278 37306627
29440 6 2  101675630632 58670379
29441 6 1  110510736781 67533524
29442 12 4  155917673090 301601241
29443 9 12  551271163431 94097310
29444 140 165  51253625319 264667465
29445 62 15  324200070911 67398601
29446 31 23  63690610158 1815111133
29447 62 31  206821256297 1142010581
29448 15 15  162983755174 112805459
29449 31 4  95160572360 96831762
29450 62 98  281404079180 620346037
29451 6 3  596055943471 66791285
29452 12 4  300924968026 290269461
29453 49 6  458069446523 207254681
29454 31 31  284904958925 915481881
29455 68 47  409408304495 65064318
29456 12 15  597804441887 37673902
29457 62 12  231242591543 166406352
29458 62 4  133808325229 52398096
29459 31 11  355230585405 24551242
29460 62 12  600842628581 207588631
29461 31 15  439249550034 201882820
29462 0 4  535066282124 1622348029
29463 6 2  275224766259 354976759
29464 62 103  253504501160 566244957
29465 6 2  541623465643 341735046
29466 6 2  286855807315 42215441
29467 38 4  367768535384 9127709414
29468 9 12  165692801679 66556274
29469 0 4  530479588164 949244854
29470 62 2  433560606912 199687298
29471 13 21  396956622650 180173101
29472 12 4  362700860007 202443852
29473 68 95  443293414472 151357475
29474 9 15  308615940169 1292103144
29475 3 0  555741404377 21559230
29476 6 1  595148986924 777278984
29477 12 3  24910562047 29534170
29478 31 7  134487970892 131594825
29479 31 11  133884943663 92598181
29480 46 63  417605769813 491090459
29481 9 12  291924971901 99548532
29482 6 2  491221615598 413670307
29483 62 15  122476888046 122867031
29484 62 63  77696320712 137074428
29485 62 31  547804741442 199075595
29486 62 31  140167953116 117323251
29487 62 12  534607011569 137018839
29488 62 35  195798341309 4150584625
29489 31 7  501590915445 8764128161
29490 31 11  221931622430 78806169
29491 6 1  154313470063 168523506
29492 24 25  258032703572 2371103632
29493 31 7  352054161168 434630374
29494 6 5  280001168002 1814811161
29495 12 3  428576328446 75714717
29496 6 3  431419053980 25820771
29497 12 4  353313536914 407010145
29498 62 15  244472499783 78112508
29499 6 3  170070913454 488352335
29500 31 4  78762675146 34028498
29501 38 4  99810130686 7492992504
29502 31 15  118303584102 31487471
29503 62 31  136385516325 225521326
29504 68 47  440586967731 375693691
29505 12 3  97307921009 152267756
29506 7 4  563260514166 331143176
29507 12 4  363582696099 349526457
29508 15 15  79130509899 107773572
29509 6 31  477643751452 23004487
29510 68 47  408345706790 76630117
29511 140 124  289082020223 283859929
29512 9 10  569266836855 590675017
29513 62 127  145494390846 299293838
29514 31 7  557880379493 124072607
29515 31 11  548595174836 32270755
29516 6 0  216158353237 49088603
29517 7 4  232077848391 278296142
29518 68 47  452226409447 70138137
29519 12 3  374473698910 58275834
29520 9 12  234075236455 78564882
29521 6 1  159511181211 137785827
29522 62 31  592445966668 223145364
29523 31 3  115441807285 653158956
29524 0 3  471551550529 461110997
29525 6 4  382634700846 476424430
29526 68 47  240998432333 312329548
29527 12 1  237071532229 283478347
29528 31 4  188043913454 58309021
29529 12 0  419702372866 22457538
29530 31 1  233721083215 8863336614
29531 12 11  221637708844 131393037
29532 62 4  352205055581 52788575
29533 62 15  140567824720 2991203353
29534 12 9  501730681911 447142215
29535 821 865  528117299279 764891672
29536 15 15  562414434783 99315093
29537 11 15  66044463499 477227624
29538 68 47  451729259518 74745302
29539 62 63  235685956703 2789856693
29540 12 1  237365217189 46157105
29541 237 59  98951564043 334294300
29542 12 4  437232145623 202946185
29543 62 4  547070153517 214076130
29544 31 4  78654527781 41118995
29545 68 47  154612016595 320124434
29546 6 5  56804649079 1871871529
29547 68 47  463309228365 61960079
29548 62 7  377063987009 183140416
29549 9 12  309194384922 93128883
29550 62 31  576927244832 105302433
29551 9 12  470509338594 244912837
29552 9 7  332209501624 699530243
29553 624 233  119668815426 234821737
29554 62 2  139516292269 32123175
29555 12 4  500131789451 287315430
29556 31 11  163521283799 35556764
29557 62 63  300185664871 768805270
29558 62 7  240300962745 129047261
29559 62 15  543635296262 377107166
29560 9 4  295583630071 784359900
29561 62 31  545700676570 217559534
29562 37 4  252143884401 195754254
29563 62 6  238286395057 136932171
29564 6 3  97832588665 60574699
29565 16 46  63105663110 74469168
29566 31 11  602717244596 44594140
29567 9 7  353887240102 294810699
29568 68 47  232369283215 464937632
29569 62 2  3077976355 120760843
29570 9 12  54965083722 93895498
29571 6 2  264424111985 442550598
29572 6 1  522862034204 21624765
29573 62 4  526549872648 892944825
29574 12 1  571586460017 61190205
29575 18 7  190490775949 339831748
29576 9 4  585652790959 76268052
29577 62 31  470932279168 5028483678
29578 31 11  138259301528 114828340
29579 43 7  365024400218 313185456
29580 62 15  161827398115 2645567191
29581 31 11  115897483586 44882934
29582 31 11  549032670682 33693503
29583 7 4  22413851043 9478042283
29584 21 3  80144783948 446222470
29585 43 31  427327702408 430638605
29586 46 63  423005900721 538880660
29587 62 6  402582419829 165815978
29588 68 47  460192089789 106434959
29589 12 1  562109193177 49784720
29590 6 1  406564719980 95174109
29591 31 4  39133560855 321922105
29592 6 5  117236543827 2289200529
29593 68 47  456385034882 70430203
29594 12 11  79068011863 1054296208
29595 62 15  56664180954 98082105
29596 6 2  308431519756 44603437
29597 68 47  342379353420 163483373
29598 62 4  468947582292 570098896
29599 31 4  99752070992 71186065
29600 31 15  29127427758 79743843
29601 31 15  87341327589 31894188
29602 62 12  33740707119 52740376
29603 6 1  116971348324 133041836
29604 62 12  144855730012 119561218
29605 62 31  168257229845 304652972
29606 6 1  407106077382 498220855
29607 6 1  293416092230 33043002
29608 62 31  107982537516 135832663
29609 24 47  297790432878 162008401
29610 9 4  272513083129 3409945249
29611 31 23  259018970873 2039065944
29612 9 4  430027090629 73902655
29613 31 4  172551983465 51944906
29614 0 3  255015950507 26748945
29615 62 7  84776816357 119732680
29616 624 233  414320267754 324171388
29617 6 4  459565940603 46412469
29618 12 15  597877687905 59516953
29619 18 7  222201722353 224149104
29620 6 2  469469772855 32111354
29621 7 2  144713664111 463718377
29622 12 3  213026673341 31964906
29623 6 1  350351756474 808807825
29624 43 7  557569378870 180431805
29625 6 3  326423582296 32977557
29626 68 47  230652718148 437451247
29627 9 4  62093022193 67833645
29628 62 15  521750137268 68041268
29629 43 7  277743889444 565778565
29630 62 31  126603577403 381742641
29631 12 15  251062626522 401861360
29632 12 15  508875998608 251005539
29633 18 1  234682915667 156493358
29634 137 70  143380581357 317507343
29635 68 47  280650987621 500769132
29636 31 11  141045809035 33841466
29637 9 7  447492686090 356907313
29638 62 12  396121679428 229485153
29639 31 15  69020828788 29375974
29640 46 63  234841856859 518051162
29641 9 10  570529550942 54919863
29642 62 2  1855928638 98961200
29643 9 10  308827415233 120816433
29644 68 47  60883589535 176108172
29645 62 31  370202162138 197899782
29646 62 15  122893826369 72664710
29647 12 28  365149750155 2027900710
29648 31 11  143902389125 166736837
29649 31 11  307400208673 102207756
29650 68 47  412065679087 131816259
29651 31 3  474541878586 324814372
29652 31 18  375014881716 305358797
29653 12 7  152252297889 208046702
29654 6 3  208813276868 39434138
29655 6 2  160483666948 44370320
29656 6 2  164768814304 347960881
29657 68 47  248320253416 154588031
29658 31 15  145572600605 32028770
29659 12 3  230120145613 37052688
29660 31 4  374116888298 30561155
29661 62 15  505864138357 1306329969
29662 9 12  569467974543 3372269226
29663 62 31  116792602645 328396440
29664 68 47  465527109367 81395734
29665 6 3  69620253563 26736850
29666 187 79  323725002041 9883226806
29667 31 15  76522043830 24427325
29668 12 4  119040893987 199391456
29669 12 15  72930802709 62442206
29670 18 7  491297329742 425244657
29671 6 3  38418213328 38106497
29672 31 3  465543058892 326850828
29673 6 2  213332546465 151604998
29674 31 11  248113644639 59773449
29675 62 63  228194416738 872806357
29676 31 3  429544038859 335314478
29677 131 39  55084277455 298840438
29678 31 4  100589438135 67292668
29679 15 15  148206858011 141901720
29680 13 18  166865969177 2725570114
29681 15 15  599287999213 306221795
29682 46 63  384843639244 538208675
29683 62 7  95197773052 433640787
29684 68 47  445614076366 101422848
29685 68 47  443534410983 73076360
29686 12 15  600264996023 213365101
29687 12 4  544001710942 196125371
29688 31 11  343516368580 69869266
29689 9 15  21525074110 431580901
29690 68 47  266080746425 351550513
29691 93 20  339327034590 6210938653
29692 12 1  592435419310 45371498
29693 49 6  292582009590 190960875
29694 6 1  289150962925 856337465
29695 12 3  179085301553 91587248
29696 62 4  151202227902 40027274
29697 15 15  248278529554 242366020
29698 62 2  73364497987 156758723
29699 6 31  60068372622 49089674
29700 62 15  418491713382 110090041
29701 6 2  280566727158 40256936
29702 6 0  449034459392 27627271
29703 31 11  444870717044 52101185
29704 46 63  16100795985 577119146
29705 12 1  76743697199 50304348
29706 62 15  126811304802 135195843
29707 6 3  579621013477 24087939
29708 62 15  511741690175 144118577
29709 9 12  376961379199 106416189
29710 12 9  26547865251 340654384
29711 31 4  28519437778 47176276
29712 31 4  411919058625 64182055
29713 31 7  14363109975 763064991
29714 44 63  26733141256 319879670
29715 12 11  152290117674 112935552
29716 56 31  25114417064 355864624
29717 62 15  393031927767 2938075905
29718 12 15  163104996273 67237651
29719 31 4  240962030334 28655243
29720 9 6  405119583694 65848261
29721 0 3  334982355686 28211446
29722 12 1  71662431693 474213233
29723 31 4  205550125698 14139579806
29724 12 15  221994304154 500141853
29725 6 2  196187511333 305984325
29726 6 1  9916429160 37743517
29727 31 15  9078580235 25194215
29728 31 3  342633236943 370719210
29729 12 4  76813628337 52995256
29730 12 15  387007569418 327320774
29731 62 47  565129299299 475317927
29732 15 15  581211875032 98970839
29733 6 2  307151254177 81498613
29734 9 12  544079093384 77237771
29735 6 3  92736627719 1328597605
29736 9 10  571196385194 112263173
29737 31 7  221851563139 404059747
29738 6 1  117529346270 164160822
29739 62 31  393536413251 1585514066
29740 6 1  69478571355 123410263
29741 12 3  397989311120 62156693
29742 62 11  482308274668 75221445
29743 31 11  556459675345 64623765
29744 125 31  535741225629 297878815
29745 62 9  189479443713 1848807962
29746 6 31  81236291123 26956014
29747 12 4  87463545794 304469867
29748 12 15  571805093094 375257171
29749 12 1  332588165362 326486399
29750 62 31  306301899875 231691911
29751 62 7  442066096119 110770446
29752 62 31  132891214178 370664029
29753 9 12  187142942943 83654166
29754 62 6  170356411167 148242677
29755 31 15  577971739079 32428232
29756 15 15  598602360307 454183232
29757 56 31  368216859098 984628092
29758 62 7  335745318955 202583960
29759 12 3  571233531758 32331606
29760 12 3  70880935134 30775351
29761 62 9  80004927155 869006577
29762 62 15  396198073563 118011706
29763 6 1  189041103829 38918138
29764 62 31  576564323832 88097032
29765 15 15  248946177428 297148559
29766 6 2  132627537035 42607774
29767 62 15  539932538171 420262461
29768 31 7  366425022118 79349153
29769 12 7  28283380051 386309098
29770 0 3  36147600415 16349201
29771 9 15  245505398898 2054613752
29772 6 2  298077923387 35514101
29773 9 10  260331459428 91795395
29774 6 1  436220060213 27121956
29775 12 3  71563651618 159946283
29776 62 31  538807083795 202971995
29777 12 1  158328092890 372981134
29778 0 4  111662560025 3423859136
29779 9 12  502943343569 85452069
29780 9 31  411081356299 137489499
29781 68 47  327111920661 228055972
29782 93 47  258704826823 105035639
29783 6 31  210091062119 8682782396
29784 6 31  22661087279 25150191
29785 9 15  21218018527 146250585
29786 68 47  161912644402 368949656
29787 12 15  76222461870 379385688
29788 12 4  94067242262 236355717
29789 15 15  162675579215 133037766
29790 12 15  151819061365 379250155
29791 9 31  552181273851 6366776684
29792 18 21  345470324271 6330674103
29793 6 2  513123536584 49273096
29794 31 23  495630350978 2419608936
29795 62 12  273723427892 141000985
29796 68 47  401965022328 116775509
29797 12 4  552124546516 123630382
29798 31 11  603029622025 33970460
29799 12 4  179887741249 309220411
29800 6 3  553820886672 31813980
29801 62 4  288898825372 1080352169
29802 0 3  294256311248 24505752
29803 12 3  489319591180 27018043
29804 24 25  334232841918 1555415495
29805 6 1  291613922617 30075034
29806 3 0  447745016850 24542728
29807 18 7  382685531906 1784204571
29808 6 31  530019003699 33332888
29809 12 15  162420574988 363424552
29810 12 4  378897374947 305410805
29811 12 15  361802873989 316818139
29812 19 15  164977732666 311832638
29813 62 31  340204977315 239272791
29814 68 47  460384416278 83467007
29815 30 2  367242286324 80057340
29816 62 3  15992906633 29021757
29817 31 12  4025235518 43517092
29818 6 2  54989603195 41240100
29819 774 865  418548705537 919955930
29820 31 2  346701916969 41811460
29821 62 31  162031130402 373220580
29822 12 11  158433840415 85760694
29823 6 1  54774755186 161516305
29824 62 63  124575467680 2205870406
29825 6 1  211891065529 24355976
29826 6 31  281989483686 38896218
29827 9 7  280742976831 79923684
29828 0 3  571454061750 24732227
29829 62 31  388804553798 234969066
29830 12 3  242151800898 91708955
29831 9 12  164302797380 247555052
29832 9 31  302941976436 259030180
29833 62 15  332579120351 315236795
29834 0 3  327552120196 404625714
29835 62 12  290281620753 74011565
29836 37 39  196760908738 4755024028
29837 0 3  475382082521 24568810
29838 0 3  54182726433 23778276
29839 131 38  544020030155 215230930
29840 6 1  387264306142 263739179
29841 9 7  264311845890 332543101
29842 12 4  50882343500 347217090
29843 62 63  428225638425 218883461
29844 62 12  485162304456 146978091
29845 62 12  500044015341 144606030
29846 62 7  4148149514 112651824
29847 62 11  220483621953 2445208066
29848 62 7  492479517510 116385390
29849 68 47  458087097566 75512679
29850 62 31  264734012100 211207864
29851 62 7  81629805267 187978501
29852 9 12  276314141510 108888813
29853 62 31  134980286428 233664349
29854 31 11  468674571045 126145721
29855 927 224  191683301481 931996444
29856 624 233  334417198762 323241653
29857 9 15  64949371618 154362791
29858 6 3  427830090697 27483539
29859 68 47  327776011262 105934669
29860 62 12  48130997368 73736586
29861 50 7  597452548116 173367990
29862 6 2  165659161570 114571622
29863 12 3  439535531773 44813691
29864 62 15  139899123341 86715632
29865 12 3  435335295619 51258650
29866 31 23  79423575389 316261935
29867 62 4  172813248494 46936737
29868 33 15  74890268028 1083324950
29869 9 7  533879605367 277355530
29870 12 15  505991060825 46854312
29871 19 15  60724130577 544964122
29872 62 7  371161208534 63721126
29873 62 12  485642658102 95587830
29874 62 6  112061901720 155177127
29875 62 15  529813953703 610205604
29876 15 15  598161125295 99223700
29877 62 7  25102330476 131847814
29878 62 6  490724807741 140879075
29879 31 11  597322964199 39227114
29880 62 12  2298357897 56304406
29881 62 12  39255332398 157141530
29882 6 1  108924973786 60571681
29883 24 4  14651189259 130011899
29884 12 11  20873470843 71893825
29885 6 2  68925948012 570924016
29886 62 12  43342906768 64861483
29887 9 12  476707875944 207527537
29888 6 2  160588125944 196489398
29889 62 31  242114887576 1196092743
29890 6 1  24312499173 31959016
29891 62 4  300601587153 49219300
29892 6 1  352824986638 48205869
29893 12 4  405189071309 253333836
29894 12 3  333614303580 39394958
29895 9 15  351415450891 165932326
29896 15 15  390860604494 1212495225
29897 84 19  234059180942 129182196
29898 6 1  511813642337 26598676
29899 31 7  185021231875 84150244
29900 15 15  230722268212 577322720
29901 68 47  152851369611 129991123
29902 68 47  161963710521 442149346
29903 62 12  181803541342 314051765
29904 31 11  81111814424 427403752
29905 62 15  536088087146 283259589
29906 12 0  280501159117 25186668
29907 62 6  554871248567 127626575
29908 6 1  5409707981 22365642
29909 12 15  475478496596 40385127
29910 6 1  481194439302 89791184
29911 6 2  41223874608 526734932
29912 0 3  215427553225 1180550731
29913 31 11  582918706207 45751270
29914 6 3  12023582253 23119287
29915 62 31  211295915447 1339274770
29916 62 7  528692545623 108511741
29917 12 3  533464363896 29368789
29918 24 47  113775758422 365803618
29919 7 4  480454708424 287013455
29920 68 47  180572516455 419877452
29921 390 155  585326646747 795216790
29922 31 15  56702145772 30909800
29923 6 2  524272760742 136285081
29924 62 7  169194409910 143398793
29925 12 4  340651836818 1008607490
29926 12 3  497800857207 139520775
29927 31 15  57380943555 31562188
29928 12 4  445209686854 61783009
29929 62 63  222320953797 2163958907
29930 68 47  526636342050 369775101
29931 12 4  251744496993 279880641
29932 31 4  555503462162 1965426935
29933 12 4  506736622699 189833541
29934 13 15  157342049010 383337484
29935 62 12  238262307225 100441546
29936 6 31  109063646984 47513242
29937 62 2  243967318782 33109932
29938 12 1  346169614801 24308065
29939 62 4  367201398483 49108144
29940 13 31  548459124079 2215742863
29941 9 12  509245924818 83942966
29942 62 63  480185124865 803470468
29943 12 15  166128743623 651455503
29944 62 31  136932101147 234981662
29945 62 12  209643821464 87838535
29946 6 3  237628186338 37267164
29947 15 15  414914303344 109116077
29948 31 23  106883353426 1273735277
29949 6 2  270722170444 43568639
29950 12 4  216603065581 367727559
29951 31 15  53781784297 54315532
29952 12 0  320101655137 29027114
29953 62 2  306285564034 99891094
29954 18 7  265522516188 292288123
29955 6 2  265734370951 44596134
29956 46 63  404643929990 569555320
29957 9 12  228127986386 119078958
29958 12 0  544501709709 17211213
29959 31 7  536259363628 4612413804
29960 62 7  159898891232 589319445
29961 131 43  385092663678 785202924
29962 62 23  10211653147 7111676616
29963 9 15  423722671943 1276063472
29964 43 7  361284995098 131110811
29965 12 15  136212396304 364967924
29966 12 4  162129377788 352730589
29967 12 1  217017965434 354719118
29968 6 15  249374749807 832023161
29969 31 4  183334846453 56381510
29970 62 19  284659752552 1094287732
29971 12 7  337879677051 445837312
29972 6 1  223543628232 23056339
29973 62 12  341645310542 271678338
29974 9 12  291987618136 69680193
29975 131 35  244410894900 234009890
29976 62 4  268202669454 46722999
29977 31 31  59960782311 6583340080
29978 6 3  15014143605 47882292
29979 62 46  210255304827 3655037664
29980 62 12  458521251591 214954978
29981 62 12  89643573213 87215292
29982 56 11  174592470790 346321393
29983 31 4  584676239532 267381106
29984 62 7  419663121426 178063634
29985 31 15  138020715543 28202050
29986 6 2  216660098961 583777642
29987 12 3  119053464714 265208490
29988 62 4  29722507644 385978352
29989 3 0  265958418931 20473795
29990 62 15  4248651618 675761509
29991 62 15  72481443210 1487441524
29992 6 1  180634010795 37491088
29993 62 2  365455419077 24324718
29994 62 21  571640916446 116064677
29995 12 0  489301235792 21588616
29996 62 12  31097865890 47912023
29997 0 3  86563591323 154424292
29998 68 47  161319587860 1064241752
29999 6 63  448916291361 82493046
30000 62 12  396663281280 253824608
30001 6 1  321268579455 56091909
30002 38 7  310310556245 1209129044
30003 12 9  393536482767 584332115
30004 31 11  188604938713 38852124
30005 12 1  79525759055 59586259
30006 7 4  505658043743 310147900
30007 62 12  148442803588 83007845
30008 31 7  369336780719 7102315743
30009 62 15  187963662295 927037162
30010 9 15  322981422941 1448019510
30011 12 15  251998198435 177181466
30012 19 15  72118921428 927502225
30013 43 7  367879681915 173004391
30014 62 12  146285442279 120039654
30015 62 12  126134471016 59144341
30016 31 15  38836202597 37732078
30017 12 1  476152669502 60755137
30018 62 7  427345185168 134190919
30019 31 4  210152715376 32607997
30020 12 15  161253320265 83165283
30021 62 2  89514636338 122462502
30022 6 2  587007672347 143998517
30023 6 1  340192282737 32918365
30024 31 15  50470912050 48622563
30025 6 2  291894390460 145207284
30026 68 47  194081378385 420109097
30027 68 47  161808794899 207678478
30028 31 4  352340855870 28999564
30029 6 2  375948852289 41256055
30030 31 11  286817592492 35991992
30031 62 63  95085409482 1667582520
30032 11 7  163221582051 1405484761
30033 93 23  376295377411 290657689
30034 0 3  435740046692 26411109
30035 0 3  274090577956 77076306
30036 31 31  404332734946 261059425
30037 9 12  592306437361 73160561
30038 6 2  544601079181 24277320
30039 62 12  45482597167 59732644
30040 18 7  86619168990 431684715
30041 12 3  329260429496 314426237
30042 62 63  559606141202 103407584
30043 62 31  351301663707 230389597
30044 62 4  20402584811 50468226
30045 62 31  505200701959 219686582
30046 62 12  356524381343 136325360
30047 9 15  212278599462 186878518
30048 131 39  385784965938 230249563
30049 6 23  209439363950 45366869
30050 12 0  496503003568 20703482
30051 6 1  384554769750 31099947
30052 68 47  20140707957 142477858
30053 6 31  80734998564 23004833
30054 31 15  30047453945 36281051
30055 62 4  33024490289 38967487
30056 62 15  252461120715 88422875
30057 46 63  34092629253 539757380
30058 43 7  163935016697 1039220189
30059 68 47  407971959996 106090394
30060 62 12  425683710808 260443030
30061 12 7  88617002144 213289758
30062 68 47  427413117743 91389704
30063 6 4  243551313507 106757587
30064 6 5  37037663803 3000068833
30065 6 2  1622532425 447298665
30066 62 47  262122740242 1743328864
30067 62 12  498122300985 103915400
30068 9 15  517306581811 1011150887
30069 12 7  517876253235 368981347
30070 43 7  541257933663 933510026
30071 12 3  428889014584 82446558
30072 62 6  361267455013 133266083
30073 7 4  239264919582 351932581
30074 6 2  365085650916 378265985
30075 12 15  453006769518 356038237
30076 6 3  350057849237 442445730
30077 62 12  4455223151 100434807
30078 0 3  348254036797 59154573
30079 31 15  61574148263 27978812
30080 12 3  179027639492 42211692
30081 12 3  422863690864 399612108
30082 62 9  496560018992 1364999902
30083 6 4  139201556524 61905131
30084 12 15  562204944867 385391993
30085 13 15  71075211795 587394848
30086 9 12  544791408105 218795350
30087 31 11  105108731337 111024017
30088 12 3  287065003820 81534092
30089 15 15  562393862522 488279495
30090 62 63  192197346068 1115930796
30091 12 4  575740010802 267822766
30092 12 11  278478626405 75084667
30093 49 4  409534969178 88142776
30094 62 2  494890425027 4346168245
30095 6 1  428123612064 27114851
30096 31 15  573849625135 366983639
30097 12 15  141462109943 284031315
30098 12 9  123508252946 564915054
30099 62 4  371401997490 69634404
30100 18 15  496737915127 1800520157
30101 31 4  420919640782 34946468
30102 7 4  581261486328 267776645
30103 62 15  500940556516 69583444
30104 31 11  180699397854 160954205
30105 6 0  284004949662 747886367
30106 18 1  61822063488 135104274
30107 6 1  598209240846 28657586
30108 9 10  570231138598 73437572
30109 6 2  386503684950 134351145
30110 31 3  416043795233 372101924
30111 12 15  22274196320 411935587
30112 6 2  128779253905 47262459
30113 12 28  521728246707 1456148086
30114 31 4  102760386326 59324490
30115 6 1  108924963433 384463224
30116 6 15  369895729693 165740939
30117 28 2  11394308257 321433640
30118 6 3  123628381145 74409045
30119 12 4  7134349157 192123364
30120 9 15  101086180379 439927845
30121 6 2  430022140439 337390330
30122 62 12  353642993696 228798722
30123 62 15  108360599399 161301778
30124 12 3  65841585549 502515913
30125 62 31  468300813246 215542526
30126 6 1  491428235439 32710929
30127 62 12  397324272678 125089229
30128 9 10  259677130588 107097648
30129 31 7  238659098501 556631414
30130 7 4  102497912276 570480147
30131 62 47  91022825193 704667324
30132 31 4  404332725378 2777411953
30133 68 47  56381043388 287670168
30134 31 31  87481336108 151280316
30135 46 63  543243786016 551039847
30136 12 0  518101602002 20925258
30137 3 0  586347801769 29836753
30138 17 4  97960859023 2037212610
30139 62 6  413133887377 150636305
30140 62 30  255601151915 1307625811
30141 31 7  558203515173 73556065
30142 62 31  15979170476 3217677065
30143 62 2  56056224631 145388122
30144 68 47  438607459660 209815403
30145 68 47  280869099931 486420958
30146 6 0  292581774441 90128052
30147 62 6  27192213076 111547263
30148 12 3  450629626044 37350225
30149 62 31  70903835596 994343331
30150 12 15  161693349026 244776311
30151 9 7  531931114362 152513258
30152 6 4  438338451240 6328274047
30153 38 4  447267578341 1621173971
30154 31 4  179738368728 81591781
30155 62 12  57723356473 60264124
30156 24 33  521908970556 1019001639
30157 31 15  72984647275 36974049
30158 7 4  304059594455 318912614
30159 0 3  427461119082 20772203
30160 31 4  313940682221 42167251
