1 15 15  597386942813 252917418
23129 62 12  180124240362 88537330
23130 12 11  223661945123 130307685
23131 62 15  144763299844 117850646
23132 18 31  487230357039 469060739
23133 31 23  106883391820 1239787712
23134 6 1  217039100953 123882876
23135 31 11  480316752592 72969762
23136 68 47  407271201482 73080236
23137 12 15  47315679364 80719673
23138 6 2  392554541709 190488450
23139 15 15  494683660075 127338583
23140 7 4  457264670158 9421208703
23141 19 15  97524146615 874512374
23142 6 3  100239263410 197506002
23143 62 47  2785812268 206225999
23144 62 63  263725653290 1646267818
23145 62 15  137769110967 337061953
23146 31 11  91533642707 101405158
23147 12 15  233403130913 414715928
23148 62 2  528070946336 105183869
23149 62 15  6945548714 66198585
23150 7 7  441204783756 5158093425
23151 62 12  147727531969 68182655
23152 9 7  28909923547 152513119
23153 62 15  94681586275 154734866
23154 62 31  113822353373 397548015
23155 62 12  565322659530 195907085
23156 84 18  118765331538 110940536
23157 62 31  381304740282 218113718
23158 9 15  352490308037 288928383
23159 15 15  217863683432 333155951
23160 62 12  529324681289 84738499
23161 31 11  13251111568 122578494
23162 62 2  239850428405 97406863
23163 62 15  291044278821 104203934
23164 12 4  506398050740 254651454
23165 12 15  242580384820 220434659
23166 62 6  312014075791 130869924
23167 24 25  258032715835 1298574073
23168 62 63  70091658270 2733825746
23169 31 11  229225207961 79835651
23170 15 15  323561386278 433758568
23171 12 4  530287921573 182843791
23172 62 31  116690540184 155741508
23173 6 7  548131451660 2422313148
23174 62 12  101645676580 202163925
23175 62 12  209464587527 383399003
23176 62 15  234682917617 2012665511
23177 46 63  481564497777 628309753
23178 15 15  332544989431 388584835
23179 9 12  185946264668 325677095
23180 6 2  343314034414 142221255
23181 62 12  472924002320 177964709
23182 68 47  319300529946 169959363
23183 62 15  139505064368 118870766
23184 62 6  36808480358 127387688
23185 18 7  414424357884 218676867
23186 13 31  592977107755 1523941907
23187 62 63  324164656388 144585873
23188 18 21  365255959484 1992794483
23189 68 47  229225101367 210461762
23190 12 3  523668196520 61971215
23191 12 3  185271035581 401477768
23192 6 1  88483583227 161423807
23193 12 3  351211229189 92382787
23194 37 15  278274629945 104158557
23195 12 15  281404081820 368029754
23196 62 15  15311969206 826532979
23197 62 4  170147055052 1189040906
23198 12 11  165673881384 95668601
23199 62 15  297044944915 84371444
23200 68 47  453967651641 82454638
23201 9 15  306947042803 262519313
23202 6 4  526636378070 359401481
23203 68 47  326183849386 214827146
23204 12 1  390234403962 380646373
23205 31 4  333494338233 6312184234
23206 12 15  418444078638 71333551
23207 6 1  87949137260 332006027
23208 9 12  407450284396 179182834
23209 12 7  16844611818 136751178
23210 68 47  105917505117 343300076
23211 6 6  498913158866 1076166593
23212 62 7  306938014108 999353433
23213 62 12  161666508837 166548577
23214 62 12  388922173256 198763925
23215 18 15  501693437270 803804476
23216 31 4  526514026143 348972711
23217 68 47  402384261129 100002566
23218 9 5  545946360440 1703729956
23219 12 3  603405337964 73800874
23220 49 6  249272076617 229139292
23221 31 11  526705920653 61493426
23222 62 31  99346227664 187653025
23223 68 47  428018113358 110110643
23224 62 63  509285944902 2562002259
23225 31 11  89850009027 344269987
23226 68 95  443105951741 131192617
23227 9 12  43820972822 77495373
23228 18 15  506603762168 757486466
23229 62 47  431703623678 619310273
23230 15 15  476745375428 95635783
23231 6 1  94759166994 809814348
23232 12 28  94865428272 2104628816
23233 12 15  574204678680 364031000
23234 62 31  84039206826 501155220
23235 93 20  69321557302 4023819512
23236 62 31  501363418767 284837032
23237 68 47  145424932764 382586984
23238 31 7  554021210282 1633508578
23239 62 15  81018409557 115599267
23240 38 4  531505159737 3485734402
23241 15 15  50380951387 146857742
23242 62 12  32543558897 211550791
23243 68 47  455932720361 62672294
23244 13 15  78201588077 456242302
23245 12 4  347141788080 237613389
23246 31 11  469819755288 108852559
23247 0 3  83366955581 98776444
23248 15 15  594082443112 109925507
23249 12 1  138713044585 515501632
23250 12 4  509880910018 202396547
23251 62 31  178786820518 170986305
23252 12 4  301486447634 237502378
23253 62 31  148422095354 281076486
23254 31 3  126254216111 859907555
23255 68 47  335254173057 467249243
23256 6 3  111662574628 110659410
23257 12 3  181733327960 402809201
23258 9 7  169319647425 564142499
23259 9 15  438154642226 1013490340
23260 15 15  595347657351 248123589
23261 12 15  25837658792 410060710
23262 9 12  596597178349 220225922
23263 68 47  404458202166 133867109
23264 62 31  130809298949 164406572
23265 38 4  536793441137 2045774394
23266 12 4  292968492476 152956322
23267 68 47  458482997198 60029193
23268 12 15  483336338179 61289342
23269 0 3  431419042538 844009381
23270 12 4  308132482489 806911294
23271 31 7  534987356297 4752043891
23272 31 7  50372695798 112437591
23273 50 41  570605167056 68173098
23274 68 47  538067256820 211530561
23275 24 3  403710608864 228119182
23276 62 11  134056822405 2177673662
23277 68 47  407055903264 158861871
23278 9 12  319334315793 108337412
23279 18 21  419723684517 1953413432
23280 31 4  318334955917 64628678
23281 62 6  343710154888 163321433
23282 68 47  148886664034 207386862
23283 15 15  44773232381 1007283317
23284 12 3  418253679624 87408826
23285 68 47  423895464150 76817416
23286 12 3  271653949120 388532624
23287 31 6  425843321103 75024384
23288 12 15  321007825620 383133453
23289 62 7  463309232859 136274856
23290 6 1  201818079645 154223745
23291 68 47  332209508532 174986217
23292 6 1  139848384971 71831527
23293 62 7  411485140123 394702567
23294 31 11  30257630674 227613605
23295 62 79  100623349288 1088577442
23296 18 7  396459601273 347804688
23297 18 13  133115364855 264389492
23298 6 2  196514762132 293592376
23299 15 15  50752612266 292615058
23300 12 4  238919102133 291456445
23301 62 47  592629254951 5734414632
23302 12 15  199859410664 383140741
23303 62 15  263971871545 82931027
23304 31 2  279815143363 299801559
23305 62 12  164308168034 288436128
23306 9 12  266227228880 95879068
23307 62 12  73822203787 221218870
23308 9 10  574610176363 1007846995
23309 12 28  75657289599 1794021854
23310 31 11  67248946929 144668067
23311 31 4  248779125600 800962789
23312 62 12  27014986871 71593469
23313 62 7  18279814842 114276520
23314 9 12  113100629534 100020209
23315 6 2  207671656442 215337001
23316 62 9  185263634195 2113056781
23317 31 7  96985013935 94334357
23318 62 12  106688459700 119200462
23319 62 35  44526263967 3099977364
23320 7 4  253705090169 325204484
23321 31 7  552614212459 232109931
23322 22 31  388638608914 7540725194
23323 24 25  410822594326 553130880
23324 46 63  510244237088 601368441
23325 62 7  539191691687 7870015774
23326 49 39  125525966532 26848465329
23327 13 15  27755993459 290469006
23328 31 11  577463749785 218102580
23329 68 95  247206452745 125089314
23330 62 31  159603042374 243049364
23331 7 4  242856914957 652561892
23332 6 7  54800822557 3712710696
23333 62 31  280650997379 210534478
23334 62 6  116971359383 169126572
23335 15 15  164146387968 438793779
23336 62 12  122523653076 84573396
23337 62 4  87321497907 641275478
23338 62 12  56283886708 88982600
23339 12 11  409907360802 262178288
23340 15 15  74315737547 374074777
23341 6 2  529437628119 148335237
23342 31 11  131014523771 122524566
23343 62 35  145329137271 4121016232
23344 31 23  589246393319 2203038879
23345 12 15  255003308814 364245490
23346 31 31  361412938435 152333624
23347 68 47  409334100531 84058509
23348 12 11  222201724670 216601816
23349 6 1  528933050141 81657417
23350 62 7  84331287325 108908817
23351 18 15  225231746856 988739083
23352 31 3  515941606475 324542763
23353 43 7  557569382506 234339612
23354 6 2  181046170901 2256387132
23355 9 12  250055002218 95251856
23356 12 4  483006121851 4173031966
23357 62 15  293932895441 122067066
23358 62 31  168086056844 2270161099
23359 38 4  107625222290 3755064578
23360 6 2  124023357075 537252348
23361 62 2  69784216257 122802447
23362 62 12  234841859833 105649795
23363 15 15  79513004300 290604752
23364 62 15  125204527974 247180254
23365 62 15  533059492703 383794003
23366 62 31  46228760541 308734586
23367 84 19  319571196458 139083231
23368 6 1  496793847208 355795668
23369 12 4  381140282546 61157570
23370 62 6  349719703351 159368453
23371 62 31  582244347638 220108320
23372 6 2  165137489996 163134400
23373 62 9  298659771508 4106507241
23374 12 7  461103563038 687392557
23375 62 12  273242996163 105718961
23376 18 7  163571728424 1560552935
23377 68 47  525096086301 177550429
23378 62 47  88532290932 2375394590
23379 43 7  527666866133 370884477
23380 62 12  130444453010 160494174
23381 62 31  77251583349 156220129
23382 6 2  64572275254 337929386
23383 31 15  69639803896 93905303
23384 18 7  93823630705 273970999
23385 9 7  558203553089 67632327
23386 31 19  374116886135 94839911
23387 62 31  176702078594 293982881
23388 68 47  194755131263 276343680
23389 12 7  438689277457 546888150
23390 18 5  575539760767 80989410
23391 62 31  228212676429 1074724618
23392 68 47  455727538183 63417303
23393 62 31  93534399786 140133686
23394 62 15  385383595400 75166546
23395 12 3  37657930627 299970695
23396 9 15  387699874410 1408956470
23397 68 95  410861106808 115840461
23398 31 4  411919062781 113478827
23399 31 3  290943078635 312621546
23400 12 9  533897206666 336874074
23401 62 63  91700754885 2674306815
23402 31 2  536850028817 109724226
23403 68 47  459583722349 74388781
23404 25 20  570148318513 77070758
23405 31 4  421674443598 857925432
23406 31 3  66847362109 356951091
23407 62 12  458042215776 183561710
23408 62 15  526223544104 787599104
23409 62 7  571465906072 66109932
23410 31 11  51868490939 171611097
23411 62 15  393031930213 883244330
23412 12 28  408029626387 1290613565
23413 6 2  455464515745 198643804
23414 9 12  438803111001 234521021
23415 6 4  9126369777 2418437412
23416 62 98  385805787779 564376982
23417 24 25  344459089216 1593950677
23418 6 2  196514753251 152766045
23419 84 19  318961801882 101150494
23420 68 47  466993577481 106575354
23421 62 63  266511879710 1726114851
23422 6 2  106028625913 699107744
23423 62 4  457471673146 612675136
23424 6 2  544203178221 384346692
23425 12 4  490281837042 4243379692
23426 31 23  135651595846 1402839454
23427 31 3  114544559507 359163287
23428 31 15  141936158838 115774025
23429 13 11  307862113467 294812001
23430 37 15  243601359538 204380273
23431 6 2  228144955230 2663639630
23432 43 7  556459678657 230268400
23433 0 23  324587463839 514465924
23434 12 3  343656890139 299619272
23435 7 4  88085303861 427289766
23436 6 2  575396249308 418371540
23437 62 23  77984466953 4509240599
23438 62 62  347040084114 1115933331
23439 6 2  12426327241 357341483
23440 43 7  14221241055 186124146
23441 9 15  517306547848 1105554675
23442 43 7  239404565299 193512681
23443 0 3  374350783443 473997211
23444 9 7  190193477878 160494573
23445 9 15  452715594684 80370805
23446 7 4  84470341658 357684843
23447 31 7  105412637121 18875435535
23448 6 1  314325293708 85105536
23449 68 95  389036312593 174510764
23450 18 13  235353419205 1472078134
23451 62 7  125915434128 122057929
23452 31 7  61657915198 306556861
23453 10 1  227884506618 367937275
23454 12 11  34334297344 114681882
23455 9 4  218653294582 77198137
23456 9 12  212614940819 286410746
23457 12 4  33399628174 220882066
23458 62 7  391267663573 168711821
23459 31 3  39843693344 380683710
23460 6 4  150344557243 10905083740
23461 31 7  359712657286 12509117798
23462 62 6  302235523616 133151884
23463 62 47  344507348779 1056822207
23464 12 4  510029376173 206977209
23465 31 11  267898942909 122260362
23466 24 47  298077942472 290708091
23467 62 12  547324143660 72501983
23468 12 3  192473411976 302954789
23469 62 2  591693253553 130280557
23470 12 3  55441980070 82988525
23471 68 47  440397087998 326579517
23472 31 3  48747254361 148978726
23473 31 23  596436021153 2181864684
23474 31 11  278873131237 155377609
23475 15 15  513106669110 101254168
23476 6 1  547819340437 18496725395
23477 25 93  432977060914 2075138036
23478 15 15  513618107935 118634378
23479 0 4  99693177897 7634629558
23480 62 4  30611810575 121014060
23481 15 15  571485410736 419354959
23482 31 7  273095027634 88336688
23483 18 15  410985364728 628103971
23484 9 15  402237508464 1517186751
23485 62 9  162438390671 2309343257
23486 62 31  152043543874 103746316
23487 6 2  459349317356 135934542
23488 6 1  425953692868 910984752
23489 24 3  532402143637 263866824
23490 62 7  268547957793 159668622
23491 62 12  3732876888 165895835
23492 62 31  82190434782 262847512
23493 38 4  446292353856 798990492
23494 12 4  118956458757 131017956
23495 31 3  539341203902 345886852
23496 9 4  346684877842 306992173
23497 18 9  487301914120 284063050
23498 0 4  531449285034 3559961259
23499 56 15  212406186134 176270247
23500 0 4  230109423403 12675276884
23501 56 15  384491740343 80839406
23502 6 1  582463683804 74731609
23503 7 4  480454727252 345382198
23504 6 2  49100696527 133465578
23505 62 39  87779234551 152064838
23506 62 12  229082541011 60194369
23507 6 1  386031005353 418460733
23508 31 11  301100448464 94845608
23509 31 7  387264983586 259823934
23510 68 47  168864911320 289208486
23511 6 2  170823991065 550985495
23512 6 1  488865786731 174192205
23513 6 2  440837554344 354049722
23514 62 31  475808717164 210025227
23515 31 3  57542896112 65133342
23516 68 47  453199621592 67023022
23517 12 4  334328665888 303322287
23518 62 31  402602730645 196206102
23519 68 47  538249702512 253476291
23520 62 4  71405334079 60252257
23521 12 4  88030151693 359425222
23522 31 4  245595236508 78554982
23523 31 2  269391987053 350177689
23524 12 1  6699382707 164184296
23525 12 4  177976395137 436652570
23526 15 15  73966428582 698099095
23527 31 3  212643694666 844928450
23528 9 15  251010536316 1739651140
23529 62 31  258732658606 164082140
23530 62 7  46021161158 106781103
23531 31 23  348931467062 455391065
23532 9 12  76116782703 287331881
23533 62 4  111601769706 66315439
23534 68 47  61471184039 98119182
23535 12 15  295808086266 369251103
23536 43 7  285364970828 984149351
23537 62 15  39909096472 108861880
23538 6 2  269702051504 281171506
23539 37 25  300703653979 5685951971
23540 62 31  116180713545 383592087
23541 68 47  318519011360 137979246
23542 12 4  247369594660 246493003
23543 14 21  566115662283 187247015
23544 6 31  160793705485 105625156
23545 12 15  131065923056 84377949
23546 62 63  559620942065 4546933214
23547 6 1  143459424826 283313781
23548 43 7  557221230317 128865789
23549 31 7  530422077690 252007347
23550 31 3  507398286344 349551881
23551 15 15  511892049118 370655330
23552 68 47  455547001645 67186612
23553 62 15  266755424281 108033966
23554 62 15  429020346868 882290986
23555 6 2  276270922561 164522195
23556 62 6  553938084348 122713174
23557 84 18  470734193729 245708572
23558 68 47  230736697788 195079340
23559 12 15  117050882194 391037178
23560 6 2  5473810689 287252800
23561 9 10  308009814011 177811444
23562 6 3  334589606745 1327990522
23563 62 7  528586474227 75747282
23564 62 63  466084091712 3439584037
23565 31 3  526741599545 291802065
23566 62 31  476704887640 204458903
23567 68 47  20153057229 276324307
23568 6 2  376023714290 471791763
23569 7 4  143696898346 8110127903
23570 18 7  337811927735 274830667
23571 62 15  99321974513 204072470
23572 6 2  554785047503 275018050
23573 62 15  251970823596 3225606955
23574 9 15  210868946654 155691162
23575 13 15  128779255842 501652897
23576 15 15  423328092817 91386331
23577 31 11  419055310649 62246320
23578 12 31  331895590374 394856131
23579 15 15  138679352901 128680295
23580 31 3  130741249477 566570341
23581 6 3  357258972608 411517806
23582 62 31  330135840739 825169488
23583 56 47  525736201213 223530184
23584 62 12  392042727355 247716906
23585 15 15  130457184943 689617004
23586 31 3  237843744086 340116784
23587 62 21  456439700089 120739581
23588 62 12  84137784185 225838747
23589 62 15  333104757172 3782467729
23590 62 31  305705499884 231679963
23591 9 15  502943351679 845854570
23592 62 2  318747926473 91577581
23593 62 2  210047778918 123389532
23594 62 15  603167520032 70999744
23595 12 3  451652925385 290487195
23596 9 31  591087588667 108589929
23597 38 4  272463606886 10295958233
23598 62 31  457502616236 215018601
23599 62 15  352983609931 73298444
23600 62 63  465785710186 746012226
23601 68 47  232231087332 306216957
23602 9 4  541836174105 77416514
23603 31 11  566722114264 73814814
23604 18 15  581211879934 300419285
23605 68 47  338852634809 80738703
23606 62 15  83205457599 305567937
23607 68 47  526578609046 93140856
23608 43 7  284692946255 624364130
23609 13 4  305807310463 72761295
23610 12 3  527267111415 293634612
23611 43 7  189479452551 328185458
23612 6 2  223642295900 473796370
23613 15 15  592375174755 255091428
23614 12 4  136749105544 300650996
23615 10 7  533464353348 537264755
23616 6 5  483430502134 2653480090
23617 9 15  330151386965 1271535204
23618 12 1  507447953534 721522618
23619 7 4  239264924627 314155687
23620 18 7  236052344143 244816724
23621 46 63  515763707311 556208298
23622 9 10  308431535901 76674774
23623 9 31  216820781711 122825349
23624 43 7  531872990508 634644252
23625 12 4  75644389058 992554303
23626 31 4  33325420786 404695723
23627 31 11  134659438534 149297229
23628 12 15  250869171628 454644042
23629 62 31  153303388773 264251994
23630 62 12  334443124799 210442937
23631 31 11  31109412466 186819353
23632 62 12  86522957804 101651279
23633 62 12  513962646891 150687608
23634 9 12  70328972144 117281836
23635 19 15  61308597807 506534737
23636 31 11  396710615660 104625963
23637 62 6  529410957801 128765896
23638 18 7  159492166687 2178732953
23639 31 4  202899717523 2953898752
23640 9 10  308026975097 67152170
23641 62 12  148442818492 65268491
23642 62 12  367862931775 159606917
23643 31 3  483542298624 326495783
23644 62 15  536069562985 377572952
23645 31 12  221851565196 122680786
23646 68 47  249640468892 383035724
23647 12 3  126144856460 747304224
23648 12 15  161242100216 64191581
23649 13 15  49321426700 442342131
23650 62 63  125484965040 2705027341
23651 15 15  164493839838 298181479
23652 24 33  345610324154 1129196804
23653 31 11  538459274080 108073766
23654 31 3  144242203695 433112369
23655 6 1  581482250111 234330544
23656 62 12  3253703474 104626973
23657 43 7  113728872695 236404370
23658 12 15  330521876448 341561461
23659 62 4  285340034698 717273026
23660 62 12  382924205756 122150205
23661 62 9  70861222764 2024997594
23662 62 12  566523699650 148335350
23663 12 15  568331024455 341710839
23664 31 4  65718469519 439211938
23665 6 2  107860161087 387081496
23666 62 31  128293020069 90140235
23667 62 15  218667380174 1438638757
23668 12 4  108242201035 219049398
23669 24 33  362682430851 5069469327
23670 62 11  274773312785 457623983
23671 68 95  443143723040 122368508
23672 12 4  80041214669 311413195
23673 6 2  244082983285 148813081
23674 62 31  515926201725 1577890942
23675 9 12  371620032044 79037934
23676 68 47  162049246882 662569935
23677 6 11  334605270573 2940389466
23678 12 7  388275697030 391960199
23679 62 12  425683715942 148673773
23680 12 9  37101047765 333151549
23681 12 4  277426737970 230892143
23682 62 4  248402591192 75401677
23683 62 12  166263449934 114528605
23684 68 47  469068377095 87651317
23685 6 2  488235548620 316650386
23686 9 7  13648144197 70261210
23687 9 4  409534973228 61201182
23688 62 47  262122772028 675550109
23689 12 28  2935064607 1788605553
23690 0 4  531449295603 3550699741
23691 0 4  178706658319 2937277169
23692 43 7  110194198707 199224283
23693 68 47  230185721617 157411407
23694 62 12  72669085092 406882779
23695 12 11  343516374152 12010550104
23696 62 63  40994070337 1159645508
23697 62 6  561581988735 143126815
23698 62 63  458885436105 2848120837
23699 37 4  242209960423 188615927
23700 12 11  222647369488 106984822
23701 31 7  139201558585 257487858
23702 6 1  564979397108 112759757
23703 84 19  476795068609 269611547
23704 62 31  97325041887 871362021
23705 68 47  341603669249 729712099
23706 31 4  375529745271 2537862620
23707 68 47  335733608683 417443344
23708 62 15  434516728363 120076209
23709 15 15  237437941712 111832602
23710 12 7  147201079923 174349044
23711 68 47  255273264817 404756694
23712 31 15  393840150829 242822170
23713 12 2  68397492175 242299621
23714 9 15  63150878531 161719293
23715 62 3  61822066086 244754241
23716 62 3  162637356537 247532545
23717 62 63  81018420996 126194808
23718 62 47  433119242161 734432934
23719 12 4  111870395825 288913596
23720 11 7  505087207300 2010354490
23721 62 7  376892819222 135505183
23722 0 4  536741215975 2112750952
23723 31 23  445234005061 3352021063
23724 68 47  426390249484 120867838
23725 9 7  108666231043 142676716
23726 68 47  429389826233 170075682
23727 62 63  105796332989 854712230
23728 31 3  272941944253 319018686
23729 9 15  150069866755 92578998
23730 6 1  17143886233 174094364
23731 68 47  408503858248 106562744
23732 12 4  8313587555 211909602
23733 62 7  111272597578 130411624
23734 12 15  213405538752 174268198
23735 68 47  109248312642 362616621
23736 62 12  513003388189 106531150
23737 68 47  340175521208 295994476
23738 31 19  460529045697 72015904
23739 62 47  258162510914 5672803290
23740 31 4  253161314638 2309543410
23741 31 7  537614991314 4390381563
23742 62 12  58273798936 500028621
23743 62 31  197422100085 378509304
23744 12 11  6346060074 87758187
23745 9 12  238786593977 334210515
23746 31 11  80309282813 97739041
23747 12 3  430074467412 280756697
23748 7 4  206858863261 309569758
23749 18 7  152317936432 2432716207
23750 12 8  44806821065 956517371
23751 44 11  254884875891 1574006825
23752 6 4  332240770941 592565749
23753 62 47  180442441526 1050928968
23754 62 7  586404999686 77802601
23755 6 1  305501225505 201820268
23756 13 4  402636011676 134304027
23757 12 3  563264565170 274903323
23758 9 12  414572707532 81919021
23759 62 12  45968561054 181063774
23760 62 31  220503798420 1052190590
23761 62 62  355103251369 19064446351
23762 10 15  207608371432 87882695
23763 31 3  190141550762 331303555
23764 0 0  72227896584 187198398
23765 12 4  292144041727 329503551
23766 15 15  513707725205 306742452
23767 68 95  498297527239 211735229
23768 62 12  107652985999 73064040
23769 9 15  259106236261 906207657
23770 6 1  541180126464 176993186
23771 12 3  563260604153 272457878
23772 62 2  516012719853 130511667
23773 31 11  393930299994 164510211
23774 6 11  75436735042 14958435240
23775 62 15  291129330256 133825373
23776 62 4  236285436266 229127266
23777 9 12  255256640926 105686779
23778 12 7  168678537397 327898104
23779 62 12  117021864468 122231064
23780 62 31  387827299099 662859442
23781 12 4  456110124910 210600852
23782 6 2  206596617805 68027166
23783 24 3  436937777764 273222152
23784 6 1  185021224627 168048683
23785 62 31  444901785178 203369593
23786 68 47  420071024851 128142062
23787 9 15  329649808422 136269197
23788 62 15  241056636015 73955104
23789 62 15  46654829512 1551196107
23790 6 15  43808189701 111231645
23791 62 15  166752587880 738645268
23792 38 4  272449801926 10324757897
23793 19 15  63920087377 1219994982
23794 6 2  58627478096 633737722
23795 68 47  453259202791 61277701
23796 62 6  487108246011 145914548
23797 68 47  446451327420 61717929
23798 12 15  220204236197 375060215
23799 24 33  3188551944 597821100
23800 31 7  323933044755 4497218644
23801 9 15  364600512158 213652169
23802 62 63  415264353388 165070256
23803 9 15  315700321086 1763840847
23804 13 15  157360986339 409173926
23805 14 63  264843826386 499847021
23806 68 47  72498982528 134004258
23807 6 2  323822974535 6127939325
23808 6 1  272760719113 314478750
23809 12 4  413133892750 908170413
23810 62 31  571205568607 216603050
23811 62 12  370922569236 174867911
23812 62 15  576178014274 77902701
23813 68 47  464640171399 153709788
23814 43 7  552211718948 1703620190
23815 56 47  547306489067 207081275
23816 6 0  215203620698 67489388
23817 12 4  545997613359 197928930
23818 31 15  73292997960 196040645
23819 68 47  160627624128 162550299
23820 12 4  303023460882 229715515
23821 24 25  344440775939 961282010
23822 62 7  413359064394 39281629621
23823 6 2  16807024384 168368783
23824 11 4  45832080105 508362668
23825 31 11  279620545436 222013360
23826 9 15  523725511362 157879073
23827 31 7  189786131243 89139129
23828 68 47  256016369376 171313815
23829 19 15  64404085393 290329580
23830 62 15  289329979837 73955256
23831 7 4  201864937970 9359911160
23832 6 2  539359300158 297123178
23833 6 5  166713599605 2868665742
23834 15 15  42580123576 206267684
23835 68 47  451528714844 63473774
23836 68 47  342633244669 478992779
23837 62 12  574682640166 120327478
23838 31 3  270241461434 311973735
23839 62 2  18316394338 116268089
23840 68 47  78249070130 163805523
23841 24 25  159023834700 1391814484
23842 6 1  435256387968 118099594
23843 31 11  595473048707 93684126
23844 68 47  404623747642 429161270
23845 6 2  111546926500 419656333
23846 43 7  22697917962 265648362
23847 62 21  463641416638 128178687
23848 62 15  533059501309 825842317
23849 12 7  287501483523 356567130
23850 62 6  555166613448 117715559
23851 12 15  335588390514 174810292
23852 62 31  412503020716 201346403
23853 31 15  249620890339 331099885
23854 9 12  555349219785 245569482
23855 62 31  480486966980 215318114
23856 9 9  380724706419 103340206
23857 7 4  282460617865 287481218
23858 62 31  499205980823 240703643
23859 15 15  510301779017 118674014
23860 9 12  128340661345 101302373
23861 68 47  324357313930 99580437
23862 62 31  354198857902 713550847
23863 62 12  29655037787 69257002
23864 13 15  121400111236 383167295
23865 62 15  387567577647 75962687
23866 62 12  157567117226 179174415
23867 62 12  326763413885 145474456
23868 62 31  167280556648 1480407955
23869 12 11  251359185505 123741216
23870 12 4  581329890893 991222165
23871 15 15  304302324260 163753213
23872 31 11  577094921454 338474915
23873 12 11  257127037192 15999190684
23874 15 15  410970795238 113571466
23875 9 7  73063566052 734677317
23876 62 31  488403890705 222109466
23877 6 31  128340658639 237824743
23878 12 15  165608578341 216566613
23879 15 15  597831013223 111030328
23880 68 47  443746075754 76603127
23881 13 3  5638258868 76940534
23882 31 7  243229036692 5978753657
23883 62 2  277474297698 138829021
23884 46 63  290403374655 735616370
23885 6 15  573266213956 833168199
23886 9 15  380495236248 1314683084
23887 12 15  242269850175 404774727
23888 9 12  64980693369 110887820
23889 62 15  266227234076 1147438714
23890 31 7  496095243809 288377223
23891 9 12  603048422121 96681199
23892 9 12  191699694101 103178981
23893 0 3  395954134097 358174727
23894 9 7  271370081225 223144044
23895 15 15  164231885907 268166662
23896 15 15  228182952872 295735876
23897 9 31  425376487717 120479234
23898 9 12  224461158175 331087035
23899 6 1  170127493366 180718621
23900 62 7  276408361699 131147260
23901 62 12  430682263979 154072782
23902 9 7  109978058460 97919981
23903 24 7  376489068228 2945208165
23904 7 4  581261509789 405509175
23905 9 15  426012980445 395010859
23906 62 2  264841569222 109110872
23907 62 31  314611739815 1079751572
23908 12 3  32675545217 329881737
23909 62 31  273272850845 182527875
23910 62 12  150856277764 60590452
23911 9 15  394945700951 152395993
23912 31 15  505160501432 248323006
23913 68 47  193639695261 330771588
23914 62 12  152537435210 192429823
23915 62 7  149179059849 249339729
23916 15 15  242184721314 499490964
23917 31 4  100589440678 172695629
23918 43 7  556993284839 131113451
23919 12 4  32283468630 92458447
23920 62 7  176037138320 39745823693
23921 31 11  64720101040 149023690
23922 62 7  371394856630 161207517
23923 62 7  578360228920 151807917
23924 62 12  512044671600 208033107
23925 68 47  148919336531 320922280
23926 7 4  34068255465 306110597
23927 9 12  107944556265 290771723
23928 6 2  302112432883 255734899
23929 62 79  359102176637 302851471
23930 31 3  400992720069 148895155
23931 62 12  123077067965 442222960
23932 12 2  68150003349 280126888
23933 12 4  501533607064 276110933
23934 62 15  124971465043 127818917
23935 6 1  62058074766 63738018
23936 6 6  283923556844 909989256
23937 12 9  177770429400 831167197
23938 12 28  399839254324 2335168295
23939 68 47  446198496735 100178091
23940 9 6  284467623083 65650155
23941 9 4  589637107364 93548910
23942 62 31  399605882519 242148523
23943 12 3  201724390130 92684580
23944 9 10  311183133184 696301813
23945 43 7  283882831840 164307875
23946 12 7  122406552139 74600909
23947 31 11  30861070068 102939093
23948 11 1  65758998024 402404723
23949 18 7  514001234662 10080540746
23950 12 3  329260433812 373259471
23951 31 2  371233155565 63776872
23952 62 6  234007860927 160725594
23953 9 12  76209366725 104047988
23954 12 3  149788359453 96406949
23955 15 15  334421350916 450297026
23956 9 15  264697847033 96057948
23957 62 15  303666665303 102944907
23958 31 1  118531802442 8882684450
23959 26 15  106202259021 1605226354
23960 15 15  223823396448 156420343
23961 62 6  222948658612 147283111
23962 6 1  194043662554 328980869
23963 6 1  213547773784 126874594
23964 18 7  67811064646 334806317
23965 62 6  427830079974 124381217
23966 12 15  127223132390 416622215
23967 9 15  603703816498 904740120
23968 62 7  421494722037 77070197
23969 43 7  541020279344 133530801
23970 12 3  109870452561 96768459
23971 24 3  510396397071 291129820
23972 0 4  186007290262 12412660489
23973 62 15  215721861631 645253043
23974 84 19  339841142365 147644724
23975 12 4  428018117282 212592114
23976 12 3  330105730739 90174613
23977 68 47  230374250274 308747345
23978 24 33  258934459672 707066151
23979 68 47  19832724763 294063910
23980 24 31  53597182009 1896566474
23981 0 4  444092062842 831876617
23982 31 23  20432213712 1004521370
23983 62 63  78879866039 1316327563
23984 24 25  166713614391 736836994
23985 0 3  137304921993 124331109
23986 6 2  456740143544 279250480
23987 62 47  145104941138 73958753
23988 62 12  535565875397 174583772
23989 6 1  353102259021 157225888
23990 9 12  581989073282 243683156
23991 9 4  133070288789 7551548268
23992 9 7  558818918031 74883482
23993 6 4  441109484852 5284623333
